CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS
H4AZ07043,"GALLEGO, RUBEN",I,1,DEM,1189938.45,0.0,774056.95,0.0,459177.86,875059.36,0.0,0.0,0.0,0.0,0.0,0.0,684675.32,AZ,7,,,,,,502861.63,0.0,03/31/2020,9350.0,0.0
H8AZ07044,"MIRANDA, CATHERINE",C,1,DEM,0.0,0.0,0.0,0.0,2518.7,2518.7,0.0,0.0,0.0,0.0,0.0,3542.31,0.0,AZ,7,,,,,,0.0,0.0,12/31/2019,0.0,0.0
H0AZ07082,"BARNETT, JOSH",C,2,REP,3635.0,0.0,3000.36,0.0,0.0,634.64,0.0,2650.0,0.0,0.0,0.0,0.0,985.0,AZ,7,,,,,,0.0,0.0,09/30/2019,0.0,0.0
H0AZ08072,"MUSCATO, MICHAEL ARCHANGEL",C,1,DEM,143916.95,0.0,119752.7,0.0,0.0,21214.25,27285.36,36000.0,0.0,15000.0,0.0,21000.0,80481.59,AZ,8,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0AZ08080,"OLSEN, ROBERT",C,1,DEM,53409.0,0.0,16058.0,0.0,0.0,1477.0,0.0,50000.0,0.0,0.0,0.0,0.0,3409.0,AZ,8,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8AZ08232,"MUSSELWHITE, ROBERT RICHARD",C,1,DEM,13134.14,1444.4,13526.61,0.0,407.0,127.46,9555.94,0.0,0.0,0.0,0.0,0.0,3578.2,AZ,8,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H6AZ03112,"STUMP, BOB",O,2,REP,0.0,0.0,0.0,0.0,13484.68,13484.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,8,,,,,,0.0,0.0,09/30/2019,0.0,0.0
H8AZ08158,"LESKO, DEBBIE",I,2,REP,810458.08,121769.2,406807.1,0.0,70840.67,474491.65,0.0,0.0,0.0,0.0,0.0,0.0,432550.29,AZ,8,,,,,,211950.0,0.0,03/31/2020,295.7,0.0
H0AZ09062,"FUENTES-WOLFE, TALIA",C,1,DEM,11529.0,0.0,11529.0,0.0,0.0,0.0,0.0,11529.0,0.0,0.0,0.0,11529.0,0.0,AZ,9,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H2AZ09019,"SINEMA, KYRSTEN",I,1,DEM,2437918.2,92721.99,898684.48,0.0,171526.59,1710760.31,0.0,0.0,0.0,0.0,0.0,0.0,1466491.12,AZ,9,,,,,,729853.69,15500.0,03/31/2020,36961.37,0.0
H2AZ09027,"SCHAPIRA, DAVID",C,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464.07,0.0,AZ,9,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8AZ09040,"STANTON, GREG",I,1,DEM,1107055.95,0.0,504557.94,0.0,44385.39,646883.4,0.0,0.0,0.0,0.0,0.0,0.0,732094.51,AZ,9,,,,,,363210.88,390.55,03/31/2020,666.0,0.0
H8AZ09065,"ARAUJO, HECTOR MR.",O,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,9,,,,,,0.0,0.0,03/31/2019,0.0,0.0
H0AZ03321,"PARKER, VERNON",C,2,REP,0.0,0.0,0.0,0.0,4619.9,4619.9,0.0,0.0,0.0,0.0,0.0,15813.62,0.0,AZ,9,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H0AZ09021,"TUTORA, NICHOLAS",C,2,REP,54051.0,0.0,14152.12,0.0,0.0,36332.76,1500.0,46850.0,0.0,0.0,0.0,45500.0,5701.0,AZ,9,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H2AZ06155,"GRANTHAM, TRAVIS W.",O,2,REP,0.0,0.0,225.0,0.0,-6271.01,-6496.01,0.0,0.0,0.0,0.0,0.0,304411.5,0.0,AZ,9,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H4AZ09023,"WALTER, ANDREW",C,2,REP,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,9,,,,,,0.0,0.0,07/01/2019,0.0,0.0
H6AZ09010,"GILES, DAVID VICTOR",C,2,REP,67888.54,0.0,66989.84,0.0,0.0,898.7,0.0,60084.51,0.0,0.0,0.0,476155.2,7804.03,AZ,9,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H6AZ09036,"AGRA, JOHN",C,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,9,,,,,,0.0,0.0,06/30/2019,0.0,0.0
H8AZ09032,"LEIBSOHN, SETH MR.",O,2,REP,0.93,0.0,10300.0,0.0,11211.8,912.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,9,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8AZ09016,"BARONESS VON BEHR, IRINA",C,3,IND,0.0,0.0,52.31,0.0,52.31,0.0,0.0,0.0,0.0,0.0,0.0,19623.99,0.0,AZ,9,,,,,,0.0,0.0,05/05/2020,0.0,0.0
H8CA01257,"DENNEY, AUDREY",C,1,DEM,1006985.87,0.0,644590.29,0.0,492.49,362888.07,0.0,0.0,0.0,0.0,0.0,0.0,965580.39,CA,1,,,,,,33700.0,2348.0,03/31/2020,4507.2,0.0
H2CA01169,"SAGOO, GURPINDER SINGH",,2,REP,5000.0,0.0,0.0,0.0,30000000.0,60005000.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,CA,1,,,,,,0.0,0.0,12/31/2019,0.0,0.0
H2CA02142,"LAMALFA, DOUG",I,2,REP,791100.68,123547.77,288672.75,0.0,28130.95,529558.88,0.0,0.0,0.0,0.0,0.0,0.0,392299.15,CA,1,,,,,,271909.52,0.0,03/31/2020,6600.0,1000.0
H0CA02153,"MANGAS MONIZ, RACHEL OLIVIA",C,1,DEM,9966.51,0.0,10794.15,0.0,2356.51,1528.87,2500.0,0.0,3166.51,0.0,3166.51,0.0,4300.0,CA,2,,,,,,0.0,0.0,04/15/2020,0.0,0.0
H2CA06259,"HUFFMAN, JARED",I,1,DEM,568434.73,0.0,505398.44,0.0,820776.44,883812.73,0.0,0.0,0.0,0.0,0.0,106.0,325842.97,CA,2,,,,,,234200.0,0.0,03/31/2020,2650.0,5000.0
H4CA02098,"MENSING, DALE KENNETH",C,2,REP,921.0,0.0,2037.26,0.0,1637.0,521.42,521.0,0.0,0.0,0.0,0.0,0.0,400.0,CA,2,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0CA10149,"GARAMENDI, JOHN",I,1,DEM,719580.7,0.0,521093.31,0.0,724376.4,922863.79,0.0,0.0,0.0,0.0,0.0,0.0,283969.27,CA,3,,,,,,398624.0,0.0,03/31/2020,20.0,0.0
H0CA03128,"HAMILTON, TAMIKA",C,2,REP,87539.53,0.0,83700.66,0.0,0.0,3838.87,0.0,100.0,0.0,0.0,0.0,100.0,85829.53,CA,3,,,,,,1505.0,105.0,03/31/2020,0.0,0.0
H0CA03136,"VAN DYKE, GREGORY",C,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA,3,,,,,,0.0,0.0,09/30/2019,0.0,0.0
H0CA03144,"FEUCHT, J.C. SEAN",C,2,REP,332799.88,0.0,288041.21,0.0,0.0,44758.67,0.0,0.0,0.0,0.0,0.0,0.0,327799.88,CA,3,,,,,,5000.0,0.0,03/31/2020,5850.0,0.0
H4CA03096,"LOGUE, DANIEL",C,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8645.6,0.0,CA,3,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H6CA03067,"SCHAUPP, CHARLES EUGENE",C,2,REP,389.28,0.0,0.0,0.0,6752.56,6752.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA,3,,,,,,0.0,0.0,09/30/2019,0.0,0.0
H0CA04175,"KENNEDY, BRYNNE",C,1,DEM,1079622.32,0.0,850837.13,0.0,0.0,228785.19,11149.45,0.0,0.0,0.0,0.0,0.0,998803.95,CA,4,,,,,,69270.88,0.0,03/31/2020,5167.5,0.0
H8CA04210,"MORSE, JESSICA",C,1,DEM,192727.93,10024.71,10829.52,0.0,102177.16,284075.57,0.0,0.0,0.0,0.0,0.0,3947.66,0.0,CA,4,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0CA04183,"BENZEL, JULIANNE ELIZABETH MRS.",C,2,REP,119117.86,0.0,102698.8,0.0,0.0,7355.22,14224.99,17000.0,0.0,3000.0,0.0,14000.0,87892.87,CA,4,,,,,,0.0,0.0,02/12/2020,0.0,0.0
H8CA04152,"MCCLINTOCK, THOMAS",I,2,REP,1193053.04,138726.4,822230.28,0.0,224826.27,595709.03,0.0,0.0,0.0,0.0,0.0,0.0,935931.35,CA,4,,,,,,105700.0,1000.0,03/31/2020,2243.47,0.0
H8CA01109,"THOMPSON, MIKE MR.",I,1,DEM,1500005.1,0.0,1474632.82,0.0,1560786.18,1586158.46,0.0,0.0,0.0,0.0,0.0,4589.69,541536.03,CA,5,,,,,,945942.83,0.0,03/31/2020,8643.0,225.0
H0CA05107,"GIBLIN, SCOTT",C,2,REP,0.0,0.0,593.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA,5,,,,,,0.0,0.0,09/30/2019,0.0,0.0
H0CA06162,"EMARD, BENJAMIN",C,1,DEM,15956.89,0.0,15956.89,0.0,0.0,0.0,2303.0,965.0,0.0,965.0,0.0,0.0,12688.89,CA,6,,,,,,0.0,0.0,03/13/2020,2800.0,0.0
H6CA05195,"MATSUI, DORIS",I,1,DEM,758259.57,0.0,694845.42,0.0,323335.18,386749.33,0.0,0.0,0.0,0.0,0.0,0.0,234068.93,CA,6,,,,,,523850.0,250.0,03/31/2020,505.0,0.0
H0CA06170,"BISH, CHRISTINE",C,2,REP,15675.59,0.0,14774.52,0.0,0.0,901.07,0.0,14228.59,0.0,0.0,0.0,14228.59,1447.0,CA,6,,,,,,0.0,0.0,02/19/2020,0.0,0.0
H0CA03078,"BERA, AMERISH",I,1,DEM,1256882.58,0.0,769641.64,0.0,1324713.43,1811954.37,0.0,0.0,0.0,0.0,0.0,272800.0,637646.88,CA,7,,,,,,618342.88,70.53,03/31/2020,8670.0,5000.0
H0CA07129,"BURDICK, JEFF",C,1,DEM,26081.94,0.0,26081.94,0.0,0.0,0.0,12346.75,10500.0,0.0,10500.0,0.0,0.0,3156.0,CA,7,,,,,,0.0,0.0,03/31/2020,110.0,0.0
H0CA07137,"PATTERSON, ROBERT BUZZ",C,2,REP,29438.19,0.0,16658.32,0.0,0.0,12779.87,0.0,2500.0,0.0,0.0,0.0,26445.4,26938.19,CA,7,,,,,,0.0,0.0,09/30/2019,50.0,0.0
H0CA07152,"IVY, JON",C,2,REP,15050.28,0.0,15030.78,0.0,0.0,19.5,9400.0,0.0,0.0,0.0,0.0,0.0,5650.0,CA,7,,,,,,0.0,0.0,06/30/2020,4500.0,0.0
H0CA11352,"EMKEN, ELIZABETH",C,2,REP,0.0,0.0,0.0,0.0,365.71,365.71,0.0,0.0,0.0,0.0,0.0,32000.0,0.0,CA,7,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H4CA07055,"BIRMAN, IGOR A",C,2,REP,58.0,0.0,58.0,0.0,128.82,128.82,0.0,58.0,0.0,0.0,0.0,85084.75,0.0,CA,7,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8CA07056,"GRANT, ANDREW",C,2,REP,201.41,0.0,8202.92,0.0,16172.85,8171.34,0.0,0.0,0.0,0.0,0.0,755.63,0.0,CA,7,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0CA08101,"BUBSER, CHRISTINE",O,1,DEM,880598.61,0.0,731856.36,0.0,0.0,148742.25,32575.02,0.0,0.0,0.0,0.0,0.0,770933.58,CA,8,,,,,,68500.0,1386.0,03/31/2020,1651.0,0.0
H0CA08143,"CONAWAY, ROBERT DEAN",O,1,DEM,7470.57,0.0,7496.07,0.0,0.0,-25.5,7470.57,0.0,0.0,0.0,0.0,0.0,0.0,CA,8,,,,,,0.0,0.0,02/12/2020,0.0,0.0
H0CA08150,"ELLARS, JAMES ROBERT",O,1,DEM,2056.2,0.0,1890.25,0.0,0.0,165.95,1806.0,0.0,0.0,0.0,0.0,0.0,250.2,CA,8,,,,,,0.0,0.0,12/31/2019,0.0,0.0
H8CA08112,"DOYLE, MARGE",C,1,DEM,10.0,0.0,15488.96,0.0,34597.45,19028.49,0.0,0.0,0.0,0.0,0.0,1420.96,10.0,CA,8,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H0CA08127,"STAAT, JEREMY",O,2,REP,125797.96,0.0,123181.63,0.0,0.0,376.35,0.0,0.0,0.0,0.0,0.0,4000.0,121717.28,CA,8,,,,,,3666.68,0.0,06/30/2020,0.0,0.0
H0CA08135,"OBERNOLTE, JAY",O,2,REP,1360765.05,0.0,1191237.86,0.0,0.0,169527.19,368000.0,825000.0,0.0,425000.0,0.0,525350.33,92093.05,CA,8,,,,,,69498.0,0.0,03/31/2020,0.0,0.0
H2CA08164,"COOK, PAUL",I,2,REP,347752.66,4362.77,441819.7,246000.0,140257.11,46190.07,0.0,0.0,0.0,0.0,0.0,0.0,147889.89,CA,8,,,,,,195500.0,0.0,03/31/2020,20800.0,14500.0
H4CA08111,"CONOVER, RODNEY LEE",C,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA,8,,,,,,0.0,0.0,03/10/2020,0.0,0.0
H8CA08120,"DONNELLY, TIMOTHY M.",O,2,REP,212020.37,0.0,212847.28,0.0,826.91,0.0,22405.6,0.0,0.0,30000.0,0.0,0.0,178884.77,CA,8,,,,,,10600.0,0.0,03/31/2020,33700.0,0.0
H0CA08168,"ESMUS, JEFF",O,3,NON,21000.0,0.0,12479.92,0.0,0.0,8520.08,21000.0,0.0,0.0,0.0,0.0,17250.0,0.0,CA,8,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H4CA11081,"MCNERNEY, GERALD MARK",I,1,DEM,732067.04,0.0,465729.49,0.0,168757.82,435095.37,0.0,0.0,0.0,0.0,0.0,2954.15,433835.6,CA,9,,,,,,291090.0,0.0,03/31/2020,25.0,0.0
H0CA09109,"MARTINEK, WILLIAM CHARLES",C,2,REP,19280.0,0.0,19280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19280.0,CA,9,,,,,,0.0,0.0,04/29/2020,2200.0,0.0
H0CA09125,"AMADOR, ANTONIO",C,2,REP,6650.0,0.0,4681.58,0.0,0.0,1968.42,2800.0,0.0,0.0,0.0,0.0,8290.0,3850.0,CA,9,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8CA09144,"LIVENGOOD, MARLA",C,2,REP,1000.0,0.0,4750.0,0.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,CA,9,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0CA10289,"BLEVINS, RYAN",C,1,DEM,6373.59,0.0,6275.89,0.0,0.0,97.7,779.12,0.0,0.0,0.0,0.0,0.0,5594.47,CA,10,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H2CA00096,"BARKLEY, MICHAEL JAMES MR.",C,1,DEM,6510.7,0.0,8877.77,0.0,2819.86,452.79,0.0,6501.1,0.0,0.0,0.0,52648.41,9.6,CA,10,,,,,,0.0,0.0,03/31/2020,10.0,0.0
H4CA10075,"EGGMAN, MICHAEL RAY",C,1,DEM,12.61,0.0,4298.39,0.0,4285.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA,10,,,,,,0.0,0.0,01/29/2019,0.0,0.0
H8CA10126,"HARDER, JOSH",I,1,DEM,4412969.37,185141.22,876139.1,0.0,20240.66,3557070.93,0.0,0.0,0.0,0.0,0.0,0.0,3596470.06,CA,10,,,,,,587429.16,4312.0,03/31/2020,76599.5,8500.0
H8CA10175,"MADUENO, VIRGINIA",C,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA,10,,,,,,0.0,0.0,01/17/2019,0.0,0.0
H0CA10248,"DOSSETT, CHARLES",C,2,REP,17362.98,0.0,4083.6,0.0,125.0,13404.38,0.0,0.0,0.0,0.0,0.0,0.0,17362.98,CA,10,,,,,,0.0,0.0,06/30/2019,0.0,0.0
H0CA10263,"SOUSA LIVENGOOD, MARLA",C,2,REP,139233.45,0.0,125832.74,0.0,0.0,13400.71,0.0,0.0,0.0,0.0,0.0,0.0,133633.45,CA,10,,,,,,5600.0,0.0,03/31/2020,0.0,0.0
H0CA10271,"ELLIOTT, BOB",C,2,REP,392725.16,0.0,377012.91,0.0,0.0,15712.25,525.0,26000.0,0.0,0.0,0.0,30268.3,352221.16,CA,10,,,,,,13859.0,0.0,03/31/2020,542.21,0.0
H0CA19173,"DENHAM, JEFF",C,2,REP,47596.69,5900.85,76708.6,940.7,306567.07,277455.16,0.0,0.0,0.0,0.0,0.0,500.0,2600.0,CA,10,,,,,,0.0,0.0,03/31/2020,100.0,1000.0
H8CA10209,"HOWZE, TED D II",C,2,REP,788395.15,0.0,997263.22,0.0,309570.65,100702.58,1000.0,325000.0,0.0,3000.0,0.0,588000.0,420788.96,CA,10,,,,,,23000.0,0.0,03/31/2020,1736.14,0.0
H0CA10073,"DESAULNIER, MARK",I,1,DEM,405806.53,0.0,255338.71,0.0,311530.46,461998.28,0.0,0.0,0.0,0.0,0.0,0.0,119769.5,CA,11,,,,,,285527.0,0.0,03/31/2020,100.0,1000.0
H8CA11090,"LYTTON, ALVA",C,1,DEM,0.0,0.0,0.0,0.0,2667.06,2667.06,0.0,0.0,0.0,0.0,0.0,4820.77,0.0,CA,11,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H0CA11303,"GOEHRING, BRAD",C,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1450.0,0.0,CA,11,,,,,,0.0,0.0,12/31/2019,0.0,0.0
H0CA15262,"SHARMA, NISHA",O,2,REP,70543.2,0.0,42156.2,0.0,0.0,28362.4,0.0,11000.0,0.0,0.0,0.0,11000.0,56743.2,CA,11,,,,,,2800.0,0.0,03/31/2020,0.0,0.0
H0CA12111,"BACELAR, AGATHA",C,1,DEM,81652.68,0.0,77670.77,0.0,0.0,3981.91,5.0,9105.0,72.9,0.0,0.0,25177.9,72469.78,CA,12,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0CA12129,"GALLAGHER, TOM",C,1,DEM,15924.0,0.0,9809.1,2000.0,0.0,156.7,4886.0,0.0,0.0,0.0,0.0,0.0,15924.0,CA,12,,,,,,0.0,0.0,03/31/2020,1050.0,0.0
H8CA05035,"PELOSI, NANCY",I,1,DEM,8434131.86,1714550.0,5904038.81,0.0,1004817.82,3534910.87,0.0,0.0,0.0,0.0,0.0,0.0,5487790.97,CA,12,,,,,,1214566.13,80.95,03/31/2020,102309.85,0.0
H8CA12239,"JAFFE, STEPHEN R",C,1,DEM,287.0,0.0,260.48,0.0,137.7,164.22,0.0,0.0,0.0,0.0,0.0,33843.27,0.0,CA,12,,,,,,287.0,0.0,03/31/2019,0.0,0.0
H8CA12262,"BUTTAR, SHAHID",C,1,DEM,666612.78,0.0,581318.16,0.0,8.07,85302.69,1658.3,2805.0,0.0,1500.0,98.82,5510.6,660336.3,CA,12,,,,,,1379.0,0.0,03/31/2020,9588.1,0.0
H0CA12137,"LORRAINE, DEANNA",C,2,REP,263473.6,0.0,262134.71,0.0,0.0,1338.89,0.0,0.0,0.0,0.0,0.0,0.0,260604.76,CA,12,,,,,,1000.0,0.0,06/30/2020,1400.0,0.0
H8CA09060,"LEE, BARBARA",I,1,DEM,1123754.1,0.0,1087480.22,0.0,132303.44,168577.32,0.0,0.0,0.0,0.0,0.0,4401.75,794097.61,CA,13,,,,,,299349.0,0.0,03/31/2020,3195.36,0.0
H0CA13127,"PITERMAN, KONSTANTINE NIKKA-SHER",C,2,REP,5538.85,0.0,5527.0,0.0,0.0,265.0,830.0,3262.0,0.0,40.0,0.0,0.0,1784.4,CA,13,,,,,,0.0,500.0,03/31/2020,0.0,0.0
H0CA14117,"GOODROW, CRISTOS JON",C,1,DEM,15000.0,0.0,8871.68,0.0,0.0,6128.32,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,CA,14,,,,,,0.0,0.0,02/12/2020,0.0,0.0
H8CA12171,"SPEIER, JACKIE",I,1,DEM,579766.8,0.0,519842.96,0.0,1756436.46,1816360.3,0.0,0.0,0.0,0.0,0.0,21622.01,410044.01,CA,14,,,,,,160000.0,0.0,03/31/2020,0.0,0.0
H0CA14109,"TAYLOR, ERIC",C,3,IND,3159.55,0.0,3159.55,0.0,0.0,0.0,0.0,3159.55,0.0,0.0,0.0,534.03,0.0,CA,14,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0CA15171,"SIMITIAN, S JOSEPH",,1,DEM,3394.89,0.0,5696.62,0.0,444494.79,442193.06,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,CA,15,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0CA15213,"WAHAB, AISHA",O,1,DEM,69115.5,0.0,69115.5,34657.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68265.5,CA,15,,,,,,0.0,0.0,05/28/2020,0.0,0.0
H0CA15221,"WIECKOWSKI, ROBERT",O,1,DEM,14175.0,0.0,14175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14175.0,CA,15,,,,,,0.0,0.0,09/04/2019,2800.0,0.0
H0CA15254,"INTAL, AUSTIN",O,1,DEM,1120.44,0.0,1072.42,0.0,0.0,48.02,1072.42,0.0,0.0,0.0,0.0,0.0,48.02,CA,15,,,,,,0.0,0.0,09/30/2019,0.0,0.0
H2CA15094,"SWALWELL, ERIC MICHAEL",I,1,DEM,1893367.08,33745.17,3323175.1,1700000.0,1672993.9,243185.88,0.0,0.0,0.0,0.0,0.0,0.0,1507629.68,CA,15,,,,,,319400.0,0.0,03/31/2020,30846.0,2500.0
H0CA16112,"WILLIAMS, KIM",C,1,DEM,53242.48,0.0,45909.9,0.0,0.0,5702.91,6729.98,0.0,0.0,0.0,0.0,0.0,46012.5,CA,16,,,,,,500.0,0.0,03/31/2020,0.0,0.0
H0CA16138,"SORIA, ESMERALDA",C,1,DEM,422221.34,0.0,365197.56,0.0,0.0,57023.78,0.0,13000.0,0.0,13000.0,0.0,58478.01,340099.13,CA,16,,,,,,69101.0,0.0,03/31/2020,1350.0,5000.0
H0CA16120,"COOKINGHAM, KEVIN",C,2,REP,97397.0,0.0,91393.58,0.0,0.0,6003.42,0.0,1000.0,0.0,0.0,0.0,10715.0,93897.0,CA,16,,,,,,2500.0,0.0,03/31/2020,0.0,0.0
H2CA16100,"TACHERRA, JOHNNY",C,2,REP,0.0,0.0,45.94,0.0,45.94,0.0,0.0,0.0,0.0,45.94,0.0,58772.54,0.0,CA,16,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H8CA16065,"HENG, ELIZABETH",C,3,UNK,24725.56,0.0,31110.0,0.0,6384.44,0.0,6859.76,0.0,0.0,0.0,0.0,0.0,500.0,CA,16,,,,,,0.0,0.0,09/30/2019,0.0,0.0
H0CA15148,"HONDA, MIKE",I,1,DEM,0.0,0.0,11447.89,0.0,22358.15,10910.26,0.0,0.0,0.0,0.0,0.0,105815.19,0.0,CA,17,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H4CA12055,"KHANNA, ROHIT",I,1,DEM,2660099.63,0.0,1475074.21,0.0,878603.52,2063628.94,0.0,0.0,0.0,0.0,0.0,89348.3,2652152.02,CA,17,,,,,,0.0,0.0,03/31/2020,41169.57,0.0
H0CA17193,"TANDON, RITESH",C,2,REP,49310.0,0.0,36184.42,0.0,0.0,13125.58,1.0,3000.0,0.0,3000.0,0.0,0.01,43509.0,CA,17,,,,,,2800.0,0.0,03/31/2020,0.0,0.0
H0CA18068,"KUMAR, RISHI",C,1,DEM,418794.87,0.0,399449.65,0.0,0.0,19345.22,0.0,95000.0,0.0,0.0,0.0,95000.0,323794.87,CA,18,,,,,,0.0,0.0,03/31/2020,5605.0,0.0
H8CA12098,"ESHOO, ANNA G",I,1,DEM,1539767.79,0.0,1136387.21,0.0,497047.57,913455.33,0.0,0.0,0.0,0.0,0.0,3176.2,846606.58,CA,18,,,,,,692739.55,0.0,03/31/2020,4501.0,0.0
H0CA18084,"FOX, DR. RICHARD B",C,2,REP,20222.37,0.0,20222.37,0.0,0.0,0.0,20222.37,0.0,0.0,0.0,0.0,0.0,0.0,CA,18,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0CA19207,"TORRES, IVAN",C,1,DEM,272.87,0.0,0.0,0.0,0.0,272.87,0.0,0.0,0.0,0.0,0.0,0.0,272.87,CA,19,,,,,,0.0,0.0,12/31/2019,0.0,0.0
H4CA16049,"LOFGREN, ZOE",I,1,DEM,1370053.91,431880.99,1337791.81,1050.0,1136681.8,1168943.9,0.0,0.0,0.0,0.0,0.0,0.0,468809.44,CA,19,,,,,,378190.0,0.0,03/31/2020,4050.0,5000.0
H0CA39114,"CRUZ-LARA, IGNACIO ISRAEL",C,2,REP,5614.99,0.0,6834.77,0.0,0.0,-1219.78,0.0,5250.0,0.0,3100.0,0.0,2050.0,364.99,CA,19,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H8CA19051,"AGUILERA, JUSTIN",C,2,REP,935.0,0.0,3911.52,0.0,3870.7,894.18,0.0,0.0,0.0,0.0,0.0,4210.42,935.0,CA,19,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0CA20130,"BOLA?OS SCOW, ADAM",C,1,DEM,122626.62,0.0,122626.63,0.0,0.0,-0.01,4890.0,0.0,0.0,0.0,0.0,0.0,113661.62,CA,20,,,,,,4000.0,75.0,03/31/2020,0.0,0.0
H4CA20082,"COSTA, JIM MR.",I,1,DEM,1683214.93,0.0,1365732.34,336.89,109890.31,427372.9,0.0,0.0,0.0,0.0,0.0,799.16,740242.01,CA,20,,,,,,937609.83,0.0,06/30/2020,9150.0,1500.0
H6CA20152,"PANETTA, JIMMY",I,1,DEM,1253047.73,2500.0,1295033.89,0.0,758133.68,716147.52,0.0,0.0,0.0,0.0,0.0,0.0,411730.48,CA,20,,,,,,838817.25,0.0,03/31/2020,1000.0,0.0
H6CA21176,"HAZE, ERNEST STEVEN",C,1,DEM,0.0,0.0,225.0,0.0,5819.65,5594.65,0.0,0.0,0.0,0.0,0.0,154460.0,0.0,CA,20,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0CA20122,"GORMAN, JEFF",C,2,REP,42763.36,0.0,38483.06,0.0,0.0,4280.3,1000.0,0.0,100.0,0.0,100.0,0.0,41663.36,CA,20,,,,,,0.0,0.0,03/31/2020,0.0,0.0
